UHF_Neighborhood,MOD_ZCTA,label,zcta,pop_est,geometry,totalPopulation,totalForeignBorn,population65Plus,populationWhite,populationBlackAA,populationAsian,noInternetAccess,healthInsurance,medianHouseholdIncome,giniIndex,COVID_Positive_Tests,COVID_Case_Count,COVID_Confirmed_Cases,COVID_Death_Count,COVID_Confirmed_Deaths,Total_COVID_Tests,Population_from_NYCHealth,Percent_Positive,Death_Rate%,Confirmed_Death_Rate%,Case_Rate%,Confirmed_Case_Rate%,Borough,Neighborhood_Name,DATE,NEIGHBORHOOD_NAME,BOROUGH,Label,AGE_GROUP,POP_DENOMINATOR,COUNT_PARTIALLY_CUMULATIVE,COUNT_FULLY_CUMULATIVE,COUNT_1PLUS_CUMULATIVE,PERC_PARTIALLY,vaccinatedPerc,PERC_1PLUS,healthInsurancePerc,noInternetPerc,foreignBornPerc,Case_Fatality_Rate
Chelsea - Clinton,10001,"10001, 10118","10001, 10119, 10199",23072,"MULTIPOLYGON (((-73.98774438827894 40.74406551211233, -73.9881919930764 40.74345073483949, -73.98900752572685 40.74379665408825, -73.98887026757779 40.74453223390194, -73.99097050509715 40.74542171659557, -73.99141808994322 40.74480143740416, -73.99187288347258 40.74418664642827, -73.9920677930693 40.74391767451525, -73.99494033451634 40.7450596524634, -73.99759643725481 40.74620155426619, -73.99783463868435 40.74587767858137, -73.99800786545561 40.74594904518908, -73.99755311590617 40.74658032872911, -73.9988667729549 40.74712929892797, -74.00039699416078 40.74776608551251, -74.00085172499608 40.74714576984647, -74.00368846947988 40.7483588928015, -74.00424428093888 40.74858943251729, -74.00652531566305 40.74955547719195, -74.0070233062315 40.74889121888938, -74.00796171586637 40.74925895408591, -74.00806277650473 40.74930286302359, -74.00816385073077 40.74945656178841, -74.00825049023206 40.74962124048737, -74.00830825766847 40.74979141069908, -74.00831547870442 40.74981336816014, -74.00832269905931 40.74982983612519, -74.00835158877298 40.74996158192528, -74.00837326579304 40.75013724420243, -74.00836606883173 40.75030741907678, -74.00831557737763 40.75060385546417, -74.00824342954921 40.750894803874, -74.00814962508056 40.75118026426626, -74.00804860199472 40.75147121456914, -74.00792592119431 40.75175118727555, -74.00766613263012 40.75242641258692, -74.00740634368199 40.75314555318951, -74.00713932685817 40.75383175662542, -74.00706715816581 40.75400742482847, -74.00698055040039 40.75417211487353, -74.00686506705622 40.75433680657405, -74.0067423632243 40.75449051959411, -74.0057246340062 40.75591235290062, -74.00540703548556 40.75635152748637, -74.00492341158628 40.75702126695888, -74.00396335220185 40.75833329192485, -74.00345082393048 40.75903596294046, -74.00329922902758 40.75924456792914, -74.00295994320857 40.75974412053668, -74.00284443065108 40.75968373908274, -74.00006497305657 40.75840472343805, -74.00013716513817 40.75830591257785, -74.00058475124422 40.75769108840708, -74.00105398616749 40.75706528326656, -74.00150155547483 40.75645045542256, -74.00081574532481 40.75615951933157, -74.00002165710724 40.75662612889221, -73.99945857423783 40.75639007954351, -73.99821691845003 40.75586856541864, -73.99865728701546 40.75525374840682, -73.99770440792931 40.75484751099831, -73.99761056434886 40.75480908264921, -73.99756725191739 40.75479261326797, -73.99753115834257 40.75477614402532, -73.99748062711866 40.75475967445651, -73.99712691019806 40.7546224288862, -73.99704028608231 40.75458400025106, -73.99581312075381 40.7540569709575, -73.99297627589674 40.75285463402609, -73.99252865144965 40.75347491855715, -73.98969188981552 40.75227799013203, -73.99013231413659 40.75165771589957, -73.98777926731564 40.75065840229021, -73.98729567503692 40.75044974915873, -73.98715131829768 40.75039483819566, -73.98407660513844 40.74910442270337, -73.98456037985873 40.74844025950134, -73.98504414616539 40.74777060470735, -73.9854990199787 40.74715034966398, -73.98594666622242 40.74653558138696, -73.98639430420454 40.7459208113163, -73.98684193500948 40.7453005499532, -73.98729677522071 40.7446802875921, -73.98774438827894 40.74406551211233)))",24117.0,7088.0,3490.0,16324.0,1510.0,5377.0,904.0,24117.0,92840.0,0.5737,2777,2777,2082,43,37,31659,27613.09,0.08771597334091410,0.17829746651739400,0.15341875025915300,11.514699174855900,8.632914541609650,Manhattan,Chelsea/NoMad/West Chelsea,2021-09-29,Chelsea/NoMad/West Chelsea,Manhattan,"10001, 10118",All ages,27613.09,5492,28380,33872,19.89,102.78,122.67,100.0,3.7483932495749900,29.39005680640210,1.5484335613971900
Union Square - Lower East Side,10002,10002,10002,74993,"MULTIPOLYGON (((-73.99750380833868 40.71407144673761, -73.99709256206786 40.71462038932414, -73.99680396261566 40.71503758534806, -73.99652978670292 40.71549320771214, -73.99622674572488 40.71599823414404, -73.9961473796595 40.71608606385377, -73.99606079516177 40.71623427799236, -73.99580825613853 40.71664598313854, -73.99542583342586 40.71727726343409, -73.99480527089393 40.71845748386573, -73.99440115248035 40.71945655738297, -73.99410527542246 40.7201537114499, -73.99406919218076 40.72024154188639, -73.99404032492986 40.72031839364831, -73.99401867420167 40.72037877722345, -73.99379495367585 40.72093869619523, -73.99352792467914 40.72163585019121, -73.99336192974236 40.72208049160749, -73.99334027782706 40.72214087504076, -73.99326088787545 40.72235496156824, -73.99309488709083 40.72282156062091, -73.99263296662265 40.72405667302578, -73.99260409545376 40.72413901390313, -73.99253194274843 40.72411705118506, -73.99220004130191 40.72401272838956, -73.99135586092636 40.72375466088386, -73.9912764942945 40.72372720732052, -73.99102396312568 40.72365033469309, -73.99027358775228 40.72342520360813, -73.98939334434861 40.72317260815551, -73.98875842235969 40.7229694358227, -73.98863576728334 40.7229309971691, -73.98854197198733 40.72290354029253, -73.98786376399222 40.7226948691861, -73.98713505606008 40.72246971989738, -73.98628369275737 40.72224455144248, -73.98551892580872 40.72198645050784, -73.98467479697294 40.72172833394745, -73.98382345944819 40.72147021017577, -73.98300098651612 40.72122306339936, -73.98216409080516 40.72097041898737, -73.98130555908072 40.7207067859358, -73.98007909439265 40.72033878255434, -73.9796606568344 40.72021245047547, -73.9787516445881 40.71993232086508, -73.97871555350513 40.71998171986445, -73.97846290910442 40.72034398108746, -73.97836185128803 40.72048668960941, -73.97827523046934 40.72060744269324, -73.97823191814932 40.72067330872758, -73.97748165475414 40.72034379334946, -73.9764861115824 40.71994285949313, -73.97616146716894 40.71984947091721, -73.975706984927 40.7196682218032, -73.97504330062279 40.71940458294901, -73.97509396360714 40.71898190095305, -73.97509400053208 40.71888308961464, -73.9749785654969 40.71887208554628, -73.97491363511431 40.71886109237795, -73.97485591762589 40.71885559026777, -73.97474048475814 40.71883909644177, -73.97468998016035 40.71883908534999, -73.9746466884169 40.71884456534399, -73.97351397070918 40.71877294657934, -73.97368733504548 40.71825148197195, -73.97387512846566 40.71772453082267, -73.97406291678013 40.71720306885011, -73.97425791686514 40.71668160814828, -73.97446734110108 40.7161656398018, -73.97467676209462 40.71564967103888, -73.97490060892871 40.7151337050064, -73.97513166473463 40.71462322958387, -73.97515332456415 40.71457931808139, -73.97516054927445 40.71455187202822, -73.97518942557888 40.71450247255294, -73.97521108941432 40.71444758199473, -73.97522552651034 40.71442562701237, -73.97524718825247 40.71437622596896, -73.97580313607158 40.71317962814839, -73.97579592572842 40.71316864758575, -73.97596920617887 40.71278990676067, -73.97604863041208 40.71260327950418, -73.97612082422019 40.71246056688054, -73.97616412347443 40.71242214918623, -73.97630851574806 40.71212025516795, -73.97643123116819 40.71191167843526, -73.97650341373263 40.71179641317892, -73.97654672006102 40.71173603724102, -73.97671271509972 40.71153844805659, -73.97682096938156 40.71141770036229, -73.97699416366986 40.71125853888719, -73.9770591115509 40.71119816707542, -73.97722508122364 40.71106645143333, -73.97752814935556 40.71084144046829, -73.977722973464 40.71070972973153, -73.97782399225729 40.71064387493362, -73.97789614737579 40.71059997260898, -73.97799715677145 40.71056156528292, -73.9780765203122 40.71053413279837, -73.97818473995052 40.71050670573101, -73.97825688393907 40.71049574032956, -73.97837231035285 40.71049027254818, -73.97861759296011 40.71047384979405, -73.97877630527378 40.71046290011432, -73.97918751389595 40.71043552756706, -73.97920915599508 40.71043553147785, -73.97928851206423 40.71043005625752, -73.98003878623561 40.71038078307287, -73.98028406802932 40.71036435676769, -73.98033456782638 40.7103588758804, -73.98032737486329 40.71028751082075, -73.98050772849999 40.71027656245006, -73.98128685916672 40.7102163069621, -73.98124368478169 40.70982654361528, -73.9830616505496 40.70964567112051, -73.98363877983452 40.70959085933591, -73.98449725804946 40.70950863526177, -73.98655326877672 40.70931127085361, -73.98816199833983 40.70915774080106, -73.98817642807701 40.70914676323172, -73.98839284871173 40.70912482715261, -73.9884433440476 40.7091358112855, -73.98847940971518 40.70915777300536, -73.98849383466228 40.70917424302661, -73.98863798721264 40.70990985381626, -73.98864520025381 40.7099153440536, -73.98866684125115 40.70992083571185, -73.98869569623012 40.70992632807469, -73.98871733444766 40.70994828829998, -73.98873897267946 40.70997024852118, -73.98879668546473 40.7099647646268, -73.9888976830447 40.70995379536071, -73.98935938659518 40.70989894370796, -73.98946038398283 40.70988797394805, -73.98957581014119 40.7098715158814, -73.98974173487996 40.70984957268443, -73.99016015404123 40.70978922442821, -73.99051364605312 40.70973435884426, -73.99078778250058 40.70969046490283, -73.99106913106382 40.70965754991963, -73.99135048006154 40.70961914472296, -73.99170397019169 40.70956427548256, -73.9917688969977 40.70955330109166, -73.99190596514751 40.70952586318152, -73.99192038969012 40.7095533118243, -73.99194202685811 40.70959174002192, -73.99197808996126 40.7096466377989, -73.9920069398283 40.70969604553783, -73.99205021372698 40.70977839142057, -73.99201414325884 40.70978387844962, -73.9919059311522 40.70980582899451, -73.99183379015653 40.70981680295085, -73.99177607707199 40.70982777789354, -73.99181933190712 40.710063830576, -73.99192026326516 40.71059632165981, -73.99197793801274 40.71090922861885, -73.99208614993171 40.710903746584, -73.99219436247571 40.71089277492257, -73.99241800528367 40.71083789462055, -73.99248293383175 40.71082143030383, -73.99260557554233 40.71079948014714, -73.99272821717216 40.71077752985971, -73.99278593092225 40.710766554441, -73.99414219423629 40.71055802949313, -73.9940989517516 40.71008592810807, -73.9940196514855 40.70948756571502, -73.9960612107253 40.70920219832143, -73.99608284758574 40.70928454195087, -73.99614775943954 40.70951510423197, -73.9961621841462 40.70956999997242, -73.99620545872128 40.70972919765479, -73.99621267018289 40.70977311409798, -73.9963858064506 40.70975116156125, -73.99640744359435 40.70983899464937, -73.99642186829031 40.70989937988057, -73.99649399216209 40.71020130600205, -73.99672479267282 40.71117295873135, -73.99677528296583 40.71134862494468, -73.99681855937389 40.71152429093264, -73.99684019766345 40.71161212391896, -73.99687626126311 40.71176583158391, -73.99689789919616 40.71186464360497, -73.99694838896139 40.7120732468706, -73.99711428443177 40.71279786828629, -73.99730182883341 40.71346759467281, -73.99748938155287 40.71401655119787, -73.99750380833868 40.71407144673761)))",74479.0,31320.0,16931.0,26682.0,6635.0,31198.0,9742.0,74198.0,36982.0,0.5814,8571,8571,6961,343,293,59205,75322.71,0.1447681783633140,0.46053249909370400,0.393399481733106,11.507941835953800,9.346258676942490,Manhattan,Chinatown/Lower East Side,2021-09-29,Chinatown/Lower East Side,Manhattan,10002,All ages,75322.71,4675,58929,63604,6.21,78.24,84.44,99.62271244243340,13.080197102539000,42.05212207467880,4.001866760004670
Union Square - Lower East Side,10003,10003,10003,54682,"MULTIPOLYGON (((-73.98863576728334 40.7229309971691, -73.98875842235969 40.7229694358227, -73.98939334434861 40.72317260815551, -73.99027358775228 40.72342520360813, -73.99102396312568 40.72365033469309, -73.9912764942945 40.72372720732052, -73.99135586092636 40.72375466088386, -73.99220004130191 40.72401272838956, -73.99253194274843 40.72411705118506, -73.99260409545376 40.72413901390313, -73.99258244218302 40.72419939717702, -73.99232981737055 40.72490752804468, -73.99221432993555 40.72523140164873, -73.99206275256729 40.72564310486619, -73.99179568051672 40.72638966002157, -73.99186061833637 40.72642260171126, -73.99363561341184 40.72729005658099, -73.99314487578988 40.72786642723528, -73.99425608065742 40.72840994973489, -73.9950642406306 40.72881072157627, -73.9958146838663 40.72917854857148, -73.99657235120627 40.72955186038344, -73.99735889095514 40.72994163638896, -73.99807327930367 40.73028748973187, -73.99835470689256 40.73043022137006, -73.99885262047906 40.73066627635339, -73.99960310545684 40.73104505758464, -73.99910517539793 40.7316269428271, -73.99861445291913 40.7322143154659, -73.99697636876897 40.73140732622184, -73.99663717978102 40.73185745659875, -73.99635572042187 40.73225269269955, -73.99591548397424 40.73284554488193, -73.99548967274012 40.73343839589891, -73.9950494203455 40.73403673418074, -73.99458750696331 40.73467349626493, -73.99411836802638 40.73531025607167, -73.99362034768575 40.73600190737747, -73.99312231700587 40.73669355646291, -73.99265314984359 40.73733031012136, -73.9922272815619 40.73791765920025, -73.99179418869963 40.73850500614195, -73.99137552318416 40.73908686298461, -73.99094241521333 40.73967420662693, -73.98976608851031 40.73917456327352, -73.98781761096629 40.73834545851604, -73.98773822942248 40.73831251306451, -73.98730509337616 40.73890533259504, -73.98722571141874 40.73887238679285, -73.98685045300851 40.73871314893719, -73.98642468020428 40.73853743539848, -73.98683617174204 40.73793912717124, -73.98612175054167 40.73763712052235, -73.98538568618507 40.73732961717816, -73.98498140239653 40.73792792121498, -73.9840793679957 40.73754353469826, -73.98450530443195 40.73696170522727, -73.98388471299604 40.73670361328947, -73.98226831513134 40.73601718749521, -73.98038496232435 40.73522639314994, -73.97987986174878 40.73499574671238, -73.9797860547436 40.7349627932416, -73.98008928032763 40.73454564351245, -73.98020479391482 40.7343864677084, -73.98042137979846 40.73409007131939, -73.98064518510074 40.7337772072007, -73.98089064575157 40.73343689868796, -73.98105668977192 40.73321185627836, -73.98125882893893 40.73293741392464, -73.98149706083274 40.73261906093978, -73.9818002635409 40.73220739607901, -73.98196630142557 40.73198235231957, -73.98232003152046 40.73149933033036, -73.98238500155983 40.73141150813067, -73.98255820866044 40.73135114988793, -73.98307074289748 40.73065405859432, -73.98353274117713 40.73000636333617, -73.98399472783892 40.72936964518914, -73.98443504993737 40.72876585927855, -73.98486092841118 40.72817853827394, -73.98529401526847 40.72759121656873, -73.98574153201804 40.72697644741069, -73.98616016950179 40.72640009959019, -73.98660045567136 40.72577983661257, -73.98704072724021 40.72519250898507, -73.98748821279952 40.72457224332286, -73.98797177444612 40.723913553037, -73.98813055633674 40.72368300986519, -73.98817385888115 40.72362811916526, -73.98843367931873 40.72326034800481, -73.98859246369305 40.72299686707984, -73.98863576728334 40.7229309971691)))",53977.0,10858.0,7215.0,41744.0,3007.0,7812.0,1874.0,53829.0,118161.0,0.5627,4791,4791,3709,64,51,51603,53977.81,0.09284343933492240,0.11856902013820700,0.09448468792263370,8.876002741908590,6.871445245197030,Manhattan,East Village/Gramercy/Greenwich Village,2021-09-29,East Village/Gramercy/Greenwich Village,Manhattan,10003,All ages,53977.81,3040,38109,41149,5.63,70.6,76.23,99.7258091409304,3.4718491209218700,20.115975322822700,1.3358380296389100
Central Harlem - Morningside Heights,10026,10026,10026,39363,"MULTIPOLYGON (((-73.96200720826798 40.80550908737535, -73.96007156681385 40.80470697350649, -73.96031761674637 40.80399342988176, -73.9624771429414 40.80488344400965, -73.96200720826798 40.80550908737535)), ((-73.95861521045408 40.7999745518664, -73.96006681586128 40.80058439329846, -73.95964748925182 40.80115515045748, -73.95914862151766 40.80184115639274, -73.95868589763701 40.80247227853404, -73.95825205784089 40.80310889867342, -73.95820099636828 40.80389387172786, -73.95823680030657 40.804398914186, -73.95824394531857 40.80452517413825, -73.95825827673386 40.80471182064441, -73.95826542870401 40.80482710169095, -73.95827258414027 40.80493689328596, -73.95827973960013 40.80504668487855, -73.9582724464869 40.80515647123984, -73.95825792903938 40.80526625498313, -73.95823618377744 40.80538152555423, -73.95821444533249 40.80548581722218, -73.95817825467948 40.80559559309185, -73.95772267807092 40.80629258698179, -73.95726713773762 40.80691821618051, -73.95680436428314 40.80754384080956, -73.95541041085437 40.80696691802332, -73.95395871271451 40.80635152912843, -73.95350313276404 40.80698263289431, -73.95286034698135 40.80670789941718, -73.95073701204814 40.80581772084626, -73.95065756839693 40.80578475017252, -73.95055645581431 40.80574628070246, -73.94787710308432 40.8046142736447, -73.94781210645304 40.80458679698446, -73.94793505157534 40.8044166795984, -73.94784838677025 40.8043837037184, -73.94748007746635 40.80422434242741, -73.94755239729025 40.80412556523085, -73.94475756677008 40.80300441162965, -73.94505408872017 40.80259833385927, -73.94550971427394 40.80197275249359, -73.94596533571985 40.80134167981307, -73.9464643267377 40.80066670978799, -73.94697055323905 40.79996429358945, -73.94728150856994 40.79954174817895, -73.94732490282708 40.79947589455316, -73.94737552067258 40.79941004420839, -73.9474189104148 40.79934967999933, -73.94770816760219 40.79895457077845, -73.94775878467215 40.79888872025996, -73.94781663816221 40.79880640462712, -73.94784556270317 40.7987679915264, -73.94804804640755 40.79848263124886, -73.94809866278244 40.79841678057623, -73.94815650689169 40.79834544367539, -73.94820712732599 40.79827410349925, -73.94830836786907 40.79813142307786, -73.94878561956325 40.79748388021669, -73.94906762870924 40.79709974316916, -73.94923394327517 40.79686925932572, -73.94974663467478 40.79709455174099, -73.95094534671628 40.79760558762157, -73.95237516348931 40.79821002746014, -73.95246182249926 40.79824299996936, -73.95253403840645 40.79827047701048, -73.95276512191982 40.79836938214616, -73.95522043496531 40.79940786923638, -73.95525654595751 40.79941886216911, -73.95530709694393 40.79944083960025, -73.95536486796321 40.79946830926015, -73.95786359791144 40.80051773554927, -73.9581741797017 40.80058372210828, -73.95833324079103 40.8003642015487, -73.95861521045408 40.7999745518664)))",38585.0,9390.0,4282.0,11807.0,19771.0,2424.0,2308.0,38309.0,59691.0,0.5879,3793,3793,3136,107,89,30568,38664.36,0.12408400942161700,0.27730983542827500,0.2306595827394070,9.830244913826620,8.127510690682910,Manhattan,Central Harlem (South),2021-09-29,Central Harlem (South),Manhattan,10026,All ages,38664.36,2446,21302,23748,6.33,55.09,61.42,99.28469612543740,5.981599066994950,24.335881819359900,2.8209860268916400
Lower Manhattan,10004,10004,10004,3028,"MULTIPOLYGON (((-74.00826694529984 40.70771979666117, -74.00937077319932 40.70861450497573, -74.00889471714979 40.70904272580403, -74.0080072816768 40.70797782279021, -74.00826694529984 40.70771979666117)), ((-74.01579657875386 40.70134566585332, -74.01578941250987 40.70154328997865, -74.01575343277028 40.70190560398943, -74.01573902599031 40.70198794893081, -74.01582560817805 40.70209223815366, -74.01630182109345 40.70269053057793, -74.01652557030081 40.70325592032789, -74.01663388830994 40.70373349385997, -74.01664835331169 40.70388719861028, -74.01666282798506 40.70407933006349, -74.01669903359762 40.70463376731316, -74.01668463426581 40.70474355998991, -74.01668464800521 40.70479845528168, -74.01675678223607 40.70479844480317, -74.01693712199733 40.70481488699654, -74.01705254241203 40.7048368280726, -74.01720403146746 40.70486425317692, -74.01734109520919 40.70489716978521, -74.01742045158774 40.70493009497822, -74.01757195837061 40.70502339394611, -74.01770182957819 40.7051331646302, -74.01781727720557 40.70525391645788, -74.01790387425822 40.70538565171694, -74.0179471788246 40.70547347743585, -74.01796884298822 40.70556130651772, -74.01798329369383 40.70564913672172, -74.01799053091288 40.70573696805052, -74.01799055461689 40.70582480050554, -74.01799057832096 40.70591263295955, -74.01797617491881 40.70600046766652, -74.01795455791607 40.70608830349604, -74.01793294085635 40.70617613932058, -74.01786806432115 40.70634632478761, -74.01778876023673 40.70651651244484, -74.01768781340856 40.70668121384327, -74.01757243734524 40.70684042782524, -74.01673556505392 40.70648373321745, -74.01642537866668 40.70647828836915, -74.01629552572747 40.70644536965629, -74.01623781290547 40.70642890922747, -74.01614403212324 40.7064124538339, -74.01604311177539 40.70670341293261, -74.01594211440194 40.70667597932468, -74.01510528524069 40.70646200058545, -74.01513409478683 40.7062643737853, -74.0150763973067 40.70631378711119, -74.01507638240832 40.70624791277381, -74.01500424290197 40.70623145361481, -74.01491046270205 40.7062149972158, -74.01480225296127 40.70618756354018, -74.01462190278852 40.7061381808357, -74.01449205378924 40.70611623914333, -74.01441272949077 40.70623152919818, -74.0143910852009 40.70621506332133, -74.01439827387784 40.70609978232681, -74.01433338131098 40.70623702863438, -74.01403760377265 40.70613825357486, -74.01403038904914 40.70613276492612, -74.0132512713777 40.70586935988909, -74.01250844578733 40.70676972563592, -74.01240024430393 40.70678620592653, -74.01187360666674 40.70655021175168, -74.01118826831232 40.70628129352584, -74.01142623753229 40.70582014976351, -74.01154871734362 40.70495279197667, -74.01146938367236 40.70503514284643, -74.00998342966527 40.70514507189992, -74.00903127516582 40.70530983641369, -74.00892302375678 40.70494204640985, -74.00890137244549 40.70485970514809, -74.00945675981588 40.70453028909729, -74.00908161396158 40.70416801035314, -74.00898782924529 40.70408567476801, -74.00854055185641 40.7036959521995, -74.00795621462122 40.70319644682159, -74.00785521877391 40.70310862127123, -74.00782636323468 40.7030866651149, -74.00779750771447 40.70306470895132, -74.00763880961222 40.7030043347569, -74.00760274221481 40.70299335808377, -74.00764601402668 40.70292748085044, -74.00765322661721 40.70292199084051, -74.00766043857575 40.70291101129952, -74.00770371471771 40.70288356075812, -74.00770371344898 40.70287258169688, -74.00796337082092 40.70271885716572, -74.00837449208439 40.70247179909992, -74.00912459879828 40.70201062146746, -74.00916066289726 40.7019996395403, -74.00931213228996 40.70195571113516, -74.00960064426434 40.70186785493033, -74.01026422382168 40.70169762219329, -74.01084124762286 40.70155484146978, -74.01107926896992 40.7014944339566, -74.01116582299952 40.70147795699768, -74.01109365856159 40.70127485130181, -74.01112250981333 40.70126935898562, -74.01112972377109 40.70127484782007, -74.01128840604522 40.7012473847076, -74.01120902846648 40.70104427978529, -74.0111296889458 40.7010662456123, -74.01107917956463 40.70095645984564, -74.01106474626091 40.70091254497773, -74.01110802244777 40.70090156174521, -74.0110935909639 40.70086862594466, -74.01109358822346 40.70085215734863, -74.01107916223111 40.70085215873815, -74.01105751686907 40.70081373409487, -74.01105751504807 40.70080275503082, -74.01103586880581 40.70075884085118, -74.01101422712678 40.70074237432765, -74.0110286512791 40.70073139388209, -74.0110214355734 40.7007149259767, -74.01100700870441 40.70070943782506, -74.01099258002748 40.7006929706074, -74.01100700417268 40.70068199016447, -74.01100700145365 40.70066552156807, -74.01099257640686 40.70067101247888, -74.01097093296028 40.70064356688273, -74.01098535709836 40.70063258644248, -74.01095649528467 40.70057220433856, -74.01093485728744 40.70057769592852, -74.01092764252135 40.70056671754922, -74.01092764072173 40.70055573848479, -74.01094927690926 40.70053926783161, -74.01092041606786 40.70048437525017, -74.01090599105314 40.70048986615025, -74.01088434770101 40.70046242053719, -74.01090598476698 40.70045143942426, -74.01078332905217 40.70023186968285, -74.01079775135385 40.70020991020061, -74.01081217542664 40.70019892978144, -74.01084824630696 40.70023735311507, -74.01092761732677 40.70041301064574, -74.01100698785851 40.70058317858551, -74.01104306906147 40.7006819867099, -74.0110719319128 40.70074785832339, -74.01110079390708 40.700808240397, -74.01113686895157 40.70086862176525, -74.01115129953862 40.70089606802841, -74.01136046908154 40.70085213131639, -74.01130273067642 40.70064902431049, -74.01129550933132 40.7005996192291, -74.01130993154386 40.70057765968369, -74.01133156857712 40.70056667849096, -74.01136042043822 40.70056667564685, -74.01138206027127 40.70057216304119, -74.01139648901825 40.70058863021029, -74.01143256891869 40.70067645914826, -74.0114686460811 40.70074781947769, -74.01150472237342 40.70081369026316, -74.01172831739943 40.7007697514393, -74.01169945678018 40.70072034858691, -74.01168502600549 40.70069290239185, -74.01166337746479 40.70063800926528, -74.0116345112026 40.70055566920259, -74.01161286179182 40.7004952865333, -74.01161285796691 40.70047332840421, -74.01163449395838 40.70045685762209, -74.01167777264031 40.70046234277158, -74.0117066273481 40.7004788084375, -74.0117282662154 40.70047880623458, -74.01174991379033 40.70052820981783, -74.0117787733939 40.70057212312658, -74.0118292807138 40.70066543999529, -74.01183649758835 40.70068739738227, -74.0118509313517 40.70073131215464, -74.01185093232753 40.70073680168676, -74.01199518607478 40.70070384955029, -74.01208895083447 40.70068188161139, -74.01208173487221 40.70066541377237, -74.01206729699649 40.70059954089987, -74.01203843223463 40.70052818000254, -74.0119734889647 40.70037996940245, -74.01190133207453 40.70022626997645, -74.01185803302276 40.7001055047286, -74.01193015235302 40.70005060194933, -74.0119590020213 40.70003961989004, -74.01203834599453 40.70005059068394, -74.01208884332847 40.7000890121198, -74.01212491788029 40.70014390365144, -74.01216099449422 40.70020977423628, -74.01217542435772 40.70023173084093, -74.0122403568453 40.70031955647406, -74.01225479079504 40.70036347119787, -74.01231973061653 40.70048972351058, -74.01236302464616 40.70057755138575, -74.01239188467495 40.70062146454045, -74.01259383853521 40.70057203682966, -74.01259382712816 40.7005116519753, -74.01255773337869 40.70035794901162, -74.01252886200655 40.7002536510406, -74.01251442274774 40.70018228868825, -74.01251441656497 40.70014935149337, -74.0125432651469 40.70013287975524, -74.0126153901751 40.70011091374202, -74.0126514557966 40.70011639931598, -74.01268031372751 40.70014933333602, -74.01273803072372 40.7002206908864, -74.01279574889712 40.70029753793959, -74.01283182414382 40.70035242924818, -74.01286789944992 40.70040732054508, -74.0128823317105 40.70044025612514, -74.01290398119068 40.70049514902384, -74.01291119946389 40.70052259587612, -74.01300496687938 40.70051709578717, -74.01310594615953 40.70050610526852, -74.01311315263962 40.70047316725347, -74.01311312996457 40.70035788707518, -74.01309146526506 40.7002261407612, -74.01307701571892 40.70010537268666, -74.0130264813339 40.69988030757563, -74.01301204376614 40.69981992434775, -74.01301925129049 40.69979247586841, -74.01304088671355 40.69977600482051, -74.01311301551067 40.69977599662544, -74.01314187244012 40.69980344099847, -74.01315630687195 40.69984735561212, -74.01316353601797 40.69992969777748, -74.01317797917217 40.70001752864848, -74.01318520944911 40.70010536034317, -74.01319966136502 40.70023710746898, -74.01320688190698 40.70027553336842, -74.01322131974986 40.70033591656836, -74.01327184202398 40.70049510719405, -74.0134882274173 40.70047861344237, -74.01348099004035 40.70035784457695, -74.01348097116947 40.70026452252672, -74.01350259217786 40.70017668747124, -74.01353143049964 40.70011080969311, -74.01358912711336 40.7000778656996, -74.01361076697118 40.7000833526753, -74.01367569219644 40.70012726124046, -74.01366126861082 40.70013824201862, -74.01363963434659 40.70016020271485, -74.01361079947257 40.70024254911699, -74.01356751965713 40.70023157516177, -74.01356032012714 40.7002974504006, -74.01353146838264 40.70029745379617, -74.01353147061106 40.70030843286094, -74.01356032236031 40.70030842946539, -74.01356033464275 40.7003688143212, -74.01353148398158 40.7003743072491, -74.0135314850958 40.70037979678142, -74.01356033687593 40.70037979338588, -74.0135603491584 40.70044017824113, -74.01352428440057 40.70044018248447, -74.01352428885504 40.70046214061355, -74.0135819913682 40.70045664428653, -74.01358200031518 40.70050056054453, -74.01355314959879 40.7005060534778, -74.01357481641941 40.70064328923223, -74.01350990076998 40.70064878640241, -74.01356045076879 40.70093972566236, -74.01394996340974 40.70098908490101, -74.01409413078451 40.70054990476309, -74.01415184031843 40.70057734534358, -74.01428890079893 40.70064320279729, -74.01432496920521 40.70065966691077, -74.01464237508331 40.70081882340332, -74.01467123067759 40.7008352883253, -74.01480829220148 40.70090114515836, -74.01482992998461 40.70089565284037, -74.01502470327604 40.70099443915723, -74.01514007655324 40.70084071714039, -74.01568114930198 40.7012578491281, -74.01579657875386 40.70134566585332)))",3335.0,776.0,201.0,2148.0,142.0,992.0,0.0,3335.0,190223.0,0.442,427,427,309,2,2,5033,2972.12,0.08484005563282340,0.05997001499250370,0.05997001499250370,12.803598200899500,9.265367316341830,Manhattan,Financial District,2021-09-29,Financial District,Manhattan,10004,All ages,2972.12,422,3549,3971,14.2,119.41,133.61,100.0,0.0,23.268365817091500,0.468384074941452
